temp,humid,press,error
49.56390937,29.08774112,76.23968054,0
55.60617937,27.09060719,85.59340447,0
48.44388845,33.56745145,71.96991472,0
49.81280435,34.17919872,75.9731724,0
49.69126816,29.04990014,71.45182901,0
49.15211485,29.20327152,72.78341047,0
50.42727676,29.46630198,78.57875292,0
51.62369389,31.61640982,80.12231693,0
54.02029611,27.2840992,82.36887184,0
45.29223162,29.73442408,67.65467846,0
48.46897138,30.78887717,74.3979777,0
48.65668572,31.92612645,72.9385722,0
52.81355089,21.65748818,79.55678355,0
48.93001082,31.21020963,73.57178204,0
44.31447322,31.03754029,64.92066922,0
50.26319139,33.02318471,76.84663671,0
49.89893231,28.42120795,72.70850394,0
50.5392547,28.44494038,77.36057175,0
46.87951136,33.60754976,68.39806209,0
55.15710404,25.31052988,81.29150463,0
49.02842065,34.88727087,67.86093626,0
49.43510942,37.66768338,73.84049723,0
47.29997429,31.43235505,71.32833939,0
47.20699399,32.44229542,72.464636,0
46.33178912,25.53125488,72.1194357,0
48.82006744,27.91632064,70.24967431,0
47.12725448,33.17358764,72.6605367,0
56.16940202,31.08544604,83.32603453,0
44.33452286,29.45571761,66.35766409,0
46.61500836,30.6986074,69.71197582,0
48.79575671,31.52092945,72.29460573,0
52.02047383,29.1207129,76.25088864,0
48.75872936,29.91316217,73.69652746,0
52.02789018,29.89107788,79.66412536,0
47.03958833,26.84316306,68.03983907,0
50.1778734,30.97078388,75.22789259,0
55.23212326,35.41075774,81.59016038,0
47.09676681,35.19588639,72.83699377,0
51.25870303,25.57080211,77.87521364,0
50.62078256,31.71189366,78.94858407,0
43.24539504,32.02651134,61.77056256,0
48.23308836,28.76846861,74.41802574,0
53.39345572,27.1073999,80.41551439,0
50.40523302,26.03755706,74.15750263,0
46.36319311,28.66588866,70.52319665,0
52.07233182,31.05002741,81.24056427,0
48.56263116,29.52582547,76.053175,0
51.08015218,28.16720074,78.26466468,0
51.13076034,26.25253011,74.71293114,0
46.6439132,31.05214878,70.5855967,0
52.3694841,33.19962734,79.23907131,0
46.9774736,27.21923408,72.95024364,0
46.0826424,31.34528689,68.79421324,0
47.35151304,24.36157427,71.05841312,0
48.9617299,28.02760167,72.13557746,0
50.32820947,32.18881236,76.82848885,0
47.6822488,26.64669837,71.09255223,0
52.23445794,28.18668983,78.72364408,0
50.75439255,34.25390049,75.1924888,0
47.91560535,27.80146806,71.96788726,0
52.66697875,27.43816554,76.83964212,0
53.48320507,31.72754509,80.54658594,0
49.35505087,29.28099016,75.43123341,0
44.67868594,32.30620758,70.71293575,0
48.77746222,34.03730754,74.85759582,0
49.12547986,30.97665649,71.44837477,0
50.73613822,29.1902463,75.3856139,0
49.49472071,27.37101978,71.02269089,0
50.73208081,25.72436712,76.12526135,0
54.60227087,33.33510524,78.3549592,0
48.4102577,30.54287144,70.21263194,0
48.52708315,33.99840283,74.98313831,0
46.07250406,32.96677595,70.83082979,0
49.9740186,28.14908844,71.92029365,0
52.93043895,26.4393399,78.50077809,0
48.0024291,28.10247935,72.78863016,0
50.10782151,31.13006742,71.90739787,0
52.55030865,27.80654419,79.34548234,0
51.14861072,27.41632424,75.50721081,0
50.97639088,29.57702757,78.86192214,0
49.32706164,32.80230186,73.59023292,0
51.44562277,30.91961969,77.8870091,0
53.04291165,33.53512545,79.34612626,0
44.87302467,26.29931489,68.64242593,0
52.1856062,26.82876858,76.74227046,0
49.70372058,29.7325089,75.89208746,0
48.41003341,36.49710415,75.03297575,0
42.67077264,32.02285834,67.67728026,0
45.85894603,26.80016177,71.95599827,0
55.09417698,29.77157864,81.5690218,0
47.9343544,30.66214437,73.05583105,0
46.74569369,28.29394276,71.733535,0
48.63072213,31.83982497,74.12617291,0
47.76455833,29.53066159,73.15379444,0
50.3730759,29.10200785,76.40750107,0
54.55092103,33.78077036,80.73587074,0
48.24015215,24.87101729,72.77444933,0
50.46287015,27.11458397,77.38787863,0
46.55828858,27.54807306,70.76064365,0
50.56713033,27.81374086,74.09545894,0
46.75454263,31.46542787,69.31333071,0
52.71291866,33.28959849,78.65975099,0
53.59996295,32.74812378,80.71449088,0
50.48436909,26.94131362,73.77236463,0
45.0818091,29.6777463,69.21262531,0
55.35550644,31.35679564,79.31813101,0
50.93036756,30.72000886,77.45295472,0
53.51136289,33.9172422,81.28011119,0
48.34732038,27.97399729,73.80917789,0
48.80412823,30.46895826,67.07221707,0
50.33135933,28.82030786,72.79848802,0
53.34020503,30.75322506,79.30491552,0
50.42897008,26.76330926,75.9800192,0
46.22949856,27.21318684,69.18146504,0
50.78596759,27.80966742,74.55145819,0
54.88860258,28.30899207,84.89899185,0
50.19741885,34.6437698,75.94418727,0
50.38815657,33.52620574,74.79272502,0
46.21236877,29.36205099,67.3434101,0
45.79103274,30.51879988,68.82297569,0
48.08692358,25.21669195,74.64778626,0
49.02044706,29.46212296,73.60103025,0
50.31218221,30.47884414,75.40417844,0
50.49787092,33.43705264,75.87937117,0
54.80572295,30.98041416,82.44981616,0
50.17606232,31.29867018,74.79772032,0
53.19326807,30.89328867,77.84419209,0
49.882012,30.80700357,77.88104661,0
54.34671083,25.80972247,82.79505146,0
44.38880756,28.74972699,70.81747814,0
48.2038047,34.3046604,73.30081893,0
52.94910019,32.47168933,78.9610664,0
52.79458884,30.20014593,78.53189172,0
51.15519831,31.97832419,74.42691156,0
52.83763095,27.16533177,83.45212778,0
51.83920318,25.25982131,77.72474136,0
52.0209468,28.85374034,79.60353342,0
54.47736616,31.61376917,83.63998655,0
52.95942206,30.32348965,81.60096335,0
52.98142012,33.04187604,84.56786975,0
50.06125628,31.05435155,74.90106062,0
48.25444937,30.13452659,72.01794993,0
48.02131974,33.98245486,72.36094019,0
52.25283379,33.39712734,79.87633374,0
42.68461831,29.7057261,64.38468168,0
46.07846544,26.69085042,68.57999562,0
47.11023894,27.27791552,69.23348362,0
49.25713586,29.51564659,72.33700483,0
42.10568589,28.89956585,63.6974742,0
53.77616391,34.97328699,78.66648936,0
51.80052571,24.95959755,74.07272337,0
55.9537472,29.80722664,84.16109985,0
53.18664341,26.80132054,82.10522495,0
53.09113799,30.35040561,80.96032889,0
56.75202809,31.1467945,85.09226646,0
48.28712574,28.78530908,73.23669227,0
45.4896248,31.59144424,64.9402058,0
49.30292781,29.40411918,72.57511139,0
49.22946392,28.74633382,76.21243337,0
51.7036402,30.41550439,81.06408482,0
51.53894855,34.71971889,75.87264104,0
49.91923223,33.81007463,73.23246427,0
50.93474451,31.66132382,79.4739519,0
49.57384782,23.52167506,76.97625183,0
52.256101,25.54701506,77.2070325,0
50.20892225,32.95875172,75.21520572,0
49.20366313,28.57308432,73.12209472,0
52.78875341,30.70453127,80.19140722,0
53.78246381,28.1085738,83.80847955,0
54.01236148,31.55365989,82.0828513,0
47.02917593,32.87396983,70.31595507,0
48.39665838,26.37111678,69.90238755,0
44.89551172,27.55928572,68.89919384,0
49.28430495,25.00881476,71.48056312,0
51.24837144,30.70022194,76.49829103,0
49.60159648,25.00415874,76.318866,0
55.7925526,28.90175492,85.31127982,0
48.78246987,31.55883344,74.85113136,0
46.73447433,36.1742788,71.49955397,0
51.70551262,31.10525503,77.84998785,0
51.64892779,30.77747653,77.65753221,0
50.91136379,30.92773023,77.33220055,0
50.73129728,29.36723131,77.1674188,0
43.63310335,28.8501896,65.71631201,0
47.82165792,33.52313445,72.76011512,0
48.22902525,31.12402306,70.97389581,0
48.95610699,31.00888903,72.82024712,0
48.65482508,28.17547422,73.44323475,0
51.23845629,28.96487481,80.70471039,0
51.80264753,36.20247145,78.76195298,0
46.60507722,29.79749451,69.63814394,0
52.06041322,33.97850418,77.65017211,0
51.75730442,28.43924487,79.12428764,0
51.3973102,32.40463251,76.90144266,0
45.74631654,30.8693868,69.89423677,0
51.3217469,28.78886068,78.00582846,0
50.24778626,31.9456887,72.87952345,0
52.88264023,25.36966827,80.26953038,0
55.35307039,31.72386429,83.96085321,0
50.33793252,30.81921956,73.832732,0
51.89584485,29.79569864,77.5101723,0
46.65488014,29.55258245,73.95886888,0
45.64795058,31.06511859,71.97679177,0
48.58240822,32.60311876,71.65749195,0
53.66170674,31.70952154,77.75412292,0
49.00661511,29.32016078,74.90440755,0
54.50774272,27.01431646,80.12167601,0
41.63566135,31.99043777,64.74850707,0
45.23838072,27.63128618,68.91729483,0
49.6289338,27.5451739,71.53618272,0
52.66458362,28.03607047,80.56100392,0
49.7911307,30.17312642,74.96119789,0
49.71304177,27.61111061,75.3937859,0
49.63477551,26.59293589,77.50025647,0
44.7113068,28.02347417,66.80711587,0
53.47420662,29.45000457,81.7273534,0
47.95170584,31.3628534,70.73078142,0
53.26859797,30.20180073,78.7552871,0
49.78842975,26.75861371,74.24634959,0
53.20448116,30.68598639,78.56595894,0
51.02977394,30.96826656,77.68038391,0
49.67997653,28.63511043,71.87309226,0
50.67878494,27.61126182,77.6772717,0
45.58106717,27.61010954,66.84854358,0
50.01808798,28.40456305,75.7825411,0
55.14812097,36.64272611,80.34731493,0
53.92458069,27.33278277,81.84233579,0
47.04492925,30.7979975,72.73540887,0
51.51705755,27.85769221,77.29512868,0
50.74393965,28.48205065,79.21327396,0
52.45156484,27.88159068,78.39753256,0
50.28245866,32.40360716,76.24642349,0
49.29948802,31.13732349,72.09829808,0
53.99189233,29.6119686,81.8647003,0
50.6491897,31.50880484,74.83750597,0
53.76639297,32.23039709,79.20880682,0
52.92315861,27.44785486,82.54494513,0
49.02653828,31.64175724,70.9993657,0
49.49899918,27.84710495,74.01896185,0
55.7894973,32.51380568,85.10982648,0
50.57444698,32.22059544,76.32981228,0
46.39987017,29.37022098,70.80762379,0
52.92239731,28.42167221,76.62559804,0
50.48088116,29.2091139,74.83481785,0
47.62372415,32.30746429,70.94710092,0
52.02375449,27.95300686,72.1955731,0
50.47924609,30.14901372,75.507068,0
45.01857479,24.75711249,68.85961698,0
51.76605666,30.78112398,77.30891614,0
53.99957211,26.89341475,81.36921779,0
57.67955069,26.0455898,91.04289975,0
50.10470769,31.55614465,77.407942,0
50.69794897,30.63101259,76.1656951,0
54.81979042,28.66986753,87.40370328,0
50.82602559,36.8131013,77.2783926,0
48.10814483,29.41756712,69.00896943,0
45.81687466,29.39635192,69.521968,0
52.73806381,31.95691584,78.88427509,0
46.17928929,30.26163701,69.39052047,0
53.42196873,32.96228535,80.87391588,0
47.63550332,30.83234641,72.01326281,0
50.79570188,32.28326743,74.04829833,0
48.88318481,31.32999124,72.55808694,0
53.52380071,31.93591129,80.2978225,0
50.90253921,29.87204109,73.49545759,0
55.87728606,30.66758333,85.42106799,0
46.74896696,29.18689352,73.88921506,0
51.24158924,31.81250852,77.46947094,0
50.14202564,25.96188395,74.15761213,0
50.83983071,32.17840887,71.65589715,0
54.78776351,32.99407605,79.13982876,0
51.75595409,32.22528533,78.31238886,0
46.55742377,29.68770684,72.36100873,0
51.60053246,31.51568763,76.96062994,0
48.75314187,27.670264,70.15523027,0
48.57993509,32.51130664,71.12785215,0
53.13757198,26.70235413,78.56190048,0
48.19298005,31.78119336,68.42437535,0
48.86080902,31.59797218,72.67008105,0
50.09722176,31.22018351,76.93060616,0
52.83855769,28.65874907,75.8942727,0
51.74476941,32.2804987,76.49787401,0
49.29675526,24.48820541,69.89652435,0
46.51961102,30.57431373,69.48332847,0
47.72049473,33.15287602,73.62315453,0
48.03685674,30.60014695,72.96670238,0
49.55212717,35.51457044,71.96129536,0
55.96028911,27.174542,84.12839629,0
47.9735917,31.82822196,71.29252073,0
49.1125128,27.34198653,73.64302894,0
43.84280479,29.62084146,65.36521752,0
51.80171328,32.22711776,78.32931406,0
45.26765362,31.87629098,68.2637057,0
47.28023143,36.23861604,72.65321411,0
53.12700611,28.9457798,79.92369293,0
43.68521471,33.85800403,68.90768349,0
50.28776124,29.23709944,76.47009422,0
52.40278894,27.89729974,81.56080408,0
54.57633271,25.13113932,83.30499911,0
47.23972067,30.48801188,69.51400954,0
48.12792545,28.43608318,74.67772397,0
55.41330897,32.54255211,85.48831771,0
49.92481957,28.41479774,69.14311213,0
47.7912082,28.57019533,70.58992161,0
47.84754249,31.06396583,74.65683195,0
47.08233103,35.16364739,72.73227262,0
48.68098338,26.73405036,70.10064006,0
53.26466143,33.05283841,81.61451577,0
52.66329821,32.6223159,82.44941711,0
46.47718909,29.33716209,70.92918048,0
50.64375822,32.02624886,73.01392498,0
48.79352079,29.14717072,71.62265052,0
49.53092082,29.66371412,73.8653113,0
51.11457405,30.24124228,79.22718642,0
49.52418438,29.02262517,75.74877404,0
43.43874221,24.91963786,69.08446867,0
50.14100734,29.21053986,77.25274483,0
46.18475915,30.69611091,70.38221342,0
52.24138524,34.50276786,77.73340921,0
47.96051632,31.47587138,74.74969801,0
48.18496203,29.43185344,72.28843973,0
49.97329152,30.17982958,72.90813715,0
51.73338186,30.9820211,77.69641444,0
49.49076855,28.86310182,74.05244166,0
54.92654832,32.04671105,80.40274209,0
54.94645358,34.87526447,84.07535734,0
55.14640578,28.91055378,82.4387522,0
49.29704383,33.6225908,74.73674299,0
45.55412463,32.62897891,66.76936974,0
53.66023554,31.61173458,80.16101092,0
48.75096414,30.33577686,74.67509854,0
50.11449894,31.01335161,74.6780918,0
51.88496031,29.34782048,77.09675732,0
45.1866908,35.51060551,72.1486636,0
54.88736362,27.84479053,82.96343528,0
52.62488699,33.40483408,80.40394354,0
51.05681475,34.64916516,78.07769798,0
52.67275025,29.030597,79.20305265,0
51.67085762,33.49754088,78.56153568,0
50.35048435,30.43194404,73.57970292,0
49.07667703,30.18707937,76.51143265,0
47.78257318,29.77630892,74.16775929,0
50.86164284,25.1588067,76.6728934,0
51.08360918,31.64377187,76.63812552,0
53.24959641,34.33065529,77.39514847,0
50.60198003,27.88583873,77.96159198,0
47.44039545,32.54201597,70.65051957,0
45.27130146,29.74438382,69.126486,0
49.91762487,32.9936699,76.13934654,0
49.70572525,35.05811049,74.20808577,0
45.40846131,27.61724292,68.13650771,0
53.22339542,30.64740509,76.9994696,0
53.21788924,25.68079288,81.18496245,0
47.53014451,29.87397804,70.07016606,0
52.41794633,31.45819921,78.53289699,0
52.85849259,35.25872882,80.89610088,0
50.11534123,34.67272115,75.00167414,0
47.15450412,34.92749502,74.70424211,0
54.84014461,28.41872417,80.46261078,0
51.1427643,29.26450479,77.19511795,0
49.24688763,25.00708373,74.69697778,0
52.31853619,27.85453347,76.43985872,0
54.86662546,25.64451239,82.47475621,0
48.50851956,31.09661069,72.37301583,0
52.07426764,27.90902999,78.56303031,0
55.82948051,26.69573319,84.65151673,0
46.6503055,28.93375669,72.77195991,0
48.35223923,26.44536913,73.10470651,0
48.20643476,30.92705046,73.4037904,0
49.52501859,30.85334248,77.28615982,0
49.37007879,29.05286223,70.88659071,0
50.90238632,27.80797356,75.83118584,0
47.53887344,25.98167588,71.38465389,0
48.13200953,31.66606982,69.08689362,0
50.90387145,30.68616222,76.50916812,0
50.46473558,31.39294639,70.98549154,0
52.62223943,29.08069386,80.34443459,0
51.22806507,29.34622948,73.88552674,0
52.31553991,34.32599745,75.97093998,0
46.57114388,28.1982454,70.90540453,0
48.84975107,29.06206793,69.9394799,0
55.54513985,32.23167625,87.42527033,0
51.17623414,30.90873389,76.99755674,0
